churn_id,customer_id,customer_segment,customer_country,customer_city,is_churned,churn_flag,churn_date,days_since_churn,churn_reason,churn_category,churn_risk_score,churn_probability,subscription_type,customer_age_months,total_spend_usd,avg_order_value_usd,num_purchases,satisfaction_score,satisfaction_level,support_tickets,returns_count,days_since_last_purchase,customer_lifetime_value_usd,engagement_level,prevention_method,support_interactions,last_support_channel,feedback_score,loyalty_score,marketing_emails_sent,marketing_emails_opened,marketing_emails_clicked,marketing_conversions,social_media_engagement,referral_count,is_high_risk_customer,predicted_churn,customer_retention_cost_usd,recovery_revenue_usd,dataset_year,churn_rate_indicator,customer_value_category,churn_risk_category,churn_revenue_impact_usd,customer_health_score,customer_health_category,retention_probability
CHURN-027908,CUST-020553,Consumer,Saudi Arabia,Dhahran,No,0,Not Applicable,0,Not Applicable,Not Applicable,55,0.55,Basic,28,34856.4,1089.26,32,1,Very Dissatisfied,18,4,120,38431.67,Medium,None,15,Phone,2,56.0,38,26,9,0,Low,19,No,No,30.5,14.49,2026,Medium,High Value,Medium,0.0,65,Good,0.45
CHURN-027909,CUST-026771,Small Business,Spain,Madrid,No,0,Not Applicable,0,Not Applicable,Not Applicable,13,0.13,Basic,34,18061.24,645.04,28,4,Satisfied,6,6,128,18133.33,Medium,None,10,Self-Service,9,93.0,2,1,2,1,Low,19,No,No,37.4,47.36,2026,Low,High Value,Very Low,0.0,100,Excellent,0.87
CHURN-027910,CUST-042977,Consumer,United Kingdom,Newcastle,No,0,Not Applicable,0,Not Applicable,Not Applicable,39,0.39,None,4,43620.99,1090.52,40,1,Very Dissatisfied,5,3,226,55856.61,High,Loyalty Points,5,Social Media,4,92.1,28,13,18,3,Low,1,No,No,85.01,188.73,2026,Low,High Value,Low,0.0,50,Fair,0.61
CHURN-027911,CUST-046221,Small Business,Canada,Calgary,No,0,Not Applicable,0,Not Applicable,Not Applicable,36,0.36,Premium,25,17567.87,462.31,38,3,Neutral,12,5,85,19668.33,High,Discount Offer,7,Phone,2,4.3,31,10,16,9,Low,11,No,No,193.17,66.39,2026,Low,High Value,Low,0.0,100,Excellent,0.64
CHURN-027912,CUST-044208,Premium,United Kingdom,Birmingham,No,0,Not Applicable,0,Not Applicable,Not Applicable,44,0.44,Premium,6,3351.3,128.9,26,4,Satisfied,18,0,265,4105.82,High,None,11,Chat,4,54.2,36,1,23,8,Low,4,No,No,63.63,26.21,2026,Low,Low Value,Medium,0.0,100,Excellent,0.56
CHURN-027913,CUST-044637,Consumer,Netherlands,Breda,No,0,Not Applicable,0,Not Applicable,Not Applicable,29,0.29,None,41,8260.96,179.59,46,5,Very Satisfied,12,5,260,9842.33,High,None,8,Social Media,7,83.1,33,28,32,5,None,9,No,No,111.61,187.57,2026,Low,Medium Value,Low,0.0,100,Excellent,0.71
CHURN-027914,CUST-012756,Consumer,Italy,Genoa,No,0,Not Applicable,0,Not Applicable,Not Applicable,36,0.36,Basic,12,30665.91,4380.84,7,1,Very Dissatisfied,18,4,57,36635.49,Medium,None,13,Self-Service,9,44.8,6,5,4,4,Medium,6,No,No,133.46,166.74,2026,Low,High Value,Low,0.0,75,Good,0.64
CHURN-027915,CUST-008732,Small Business,Saudi Arabia,Dhahran,Yes,1,2026-07-23 00:00:00,151,Poor Product Quality,Involuntary,39,0.39,None,8,19065.67,476.64,40,4,Satisfied,19,5,31,21306.82,High,None,2,Email,1,82.6,6,3,5,4,Low,6,No,No,45.33,321.14,2026,Medium,High Value,Low,7626.268,100,Excellent,0.1
CHURN-027916,CUST-003027,Consumer,Pakistan,Peshawar,No,0,Not Applicable,0,Not Applicable,Not Applicable,59,0.59,None,38,27819.06,646.95,43,5,Very Satisfied,8,8,2,24076.32,Low,None,6,Store Visit,1,54.5,24,3,6,5,Low,13,No,No,15.26,305.67,2026,Medium,High Value,Medium,0.0,100,Excellent,0.41
CHURN-027917,CUST-031901,Premium,Brazil,Sao Paulo,No,0,Not Applicable,0,Not Applicable,Not Applicable,15,0.15,Premium,43,22533.76,3219.11,7,5,Very Satisfied,18,8,31,28013.28,Medium,None,21,Store Visit,9,9.9,22,15,13,4,Medium,18,No,No,127.58,379.08,2026,Low,High Value,Very Low,0.0,100,Excellent,0.85
CHURN-027918,CUST-029986,Consumer,Netherlands,Almere,No,0,Not Applicable,0,Not Applicable,Not Applicable,6,0.06,Basic,2,37473.27,2204.31,17,5,Very Satisfied,6,9,109,33269.02,Medium,None,3,Chat,10,13.7,44,27,41,5,Medium,9,No,No,56.16,74.54,2026,Low,High Value,Very Low,0.0,100,Excellent,0.94
CHURN-027919,CUST-029157,Small Business,Japan,Saitama,Yes,1,2026-04-14 00:00:00,166,Better Price Elsewhere,Competitive,62,0.62,Premium,26,41410.35,1800.45,23,2,Dissatisfied,11,7,72,36081.04,Medium,None,0,Chat,10,24.5,6,4,5,1,Low,16,No,No,174.71,80.01,2026,Medium,High Value,High,16564.14,85,Excellent,0.1
CHURN-027920,CUST-028414,Consumer,India,Pune,No,0,Not Applicable,0,Not Applicable,Not Applicable,15,0.15,None,37,40799.81,1199.99,34,3,Neutral,2,6,136,43983.42,High,None,5,Store Visit,4,55.4,29,19,6,4,Low,14,No,No,31.92,214.23,2026,Low,High Value,Very Low,0.0,90,Excellent,0.85
CHURN-027921,CUST-038958,Enterprise,Germany,Cologne,Yes,1,2026-12-16 00:00:00,103,Account Issues,Involuntary,47,0.47,Enterprise,49,29225.14,1391.67,21,3,Neutral,16,6,289,32322.9,Medium,None,8,Self-Service,7,86.5,9,7,4,0,Low,4,No,No,12.45,490.87,2026,Medium,High Value,Medium,11690.056,100,Excellent,0.1
CHURN-027922,CUST-046090,Premium,India,Ahmedabad,Yes,1,2026-11-06 00:00:00,101,Too Expensive,Competitive,61,0.61,Premium,41,8624.67,269.52,32,1,Very Dissatisfied,17,3,24,8151.9,High,None,14,Chat,3,82.5,25,7,10,3,None,13,No,No,150.3,370.65,2026,Medium,Medium Value,High,3449.8680000000004,100,Excellent,0.1
CHURN-027923,CUST-026576,Premium,Japan,Tokyo,No,0,Not Applicable,0,Not Applicable,Not Applicable,9,0.09,Premium,29,19543.58,1221.47,16,3,Neutral,2,8,216,23569.41,Medium,None,5,Self-Service,1,0.3,41,11,18,8,Low,19,No,No,188.8,487.93,2026,Low,High Value,Very Low,0.0,100,Excellent,0.91
CHURN-027924,CUST-046538,Small Business,Japan,Sapporo,No,0,Not Applicable,0,Not Applicable,Not Applicable,7,0.07,Basic,51,19120.44,956.02,20,5,Very Satisfied,17,2,3,21070.68,Medium,None,2,Phone,9,90.1,40,39,23,3,Low,5,No,No,171.84,435.61,2026,Low,High Value,Very Low,0.0,100,Excellent,0.93
CHURN-027925,CUST-029446,Enterprise,Saudi Arabia,Mecca,Yes,1,2026-11-24 00:00:00,114,Shipping Issues,Involuntary,56,0.56,Premium,27,14478.48,499.26,29,1,Very Dissatisfied,11,7,27,14314.09,Medium,None,4,Email,2,83.0,29,12,4,3,Low,11,No,No,35.72,96.66,2026,Medium,High Value,Medium,5791.392,85,Excellent,0.1
CHURN-027926,CUST-015472,Premium,Brazil,Rio de Janeiro,No,0,Not Applicable,0,Not Applicable,Not Applicable,54,0.54,Basic,13,11136.57,428.33,26,3,Neutral,9,5,202,11066.71,Low,None,8,Phone,4,70.2,34,24,6,3,Low,7,No,No,132.58,309.39,2026,Medium,High Value,Medium,0.0,95,Excellent,0.46
CHURN-027927,CUST-003422,Consumer,Australia,Sydney,No,0,Not Applicable,0,Not Applicable,Not Applicable,10,0.1,Premium,26,10551.23,1507.32,7,4,Satisfied,0,3,57,10060.27,Medium,None,1,Social Media,9,68.9,10,4,3,0,Medium,11,No,No,8.18,92.27,2026,Low,High Value,Very Low,0.0,100,Excellent,0.9
CHURN-027928,CUST-011632,Premium,Australia,Canberra,No,0,Not Applicable,0,Not Applicable,Not Applicable,6,0.06,Premium,29,28863.15,901.97,32,3,Neutral,10,8,166,32128.76,High,None,7,Email,5,56.2,36,14,0,0,High,4,No,No,190.45,230.78,2026,Low,High Value,Very Low,0.0,100,Excellent,0.94
CHURN-027929,CUST-003178,Consumer,United Arab Emirates,Abu Dhabi,Yes,1,2026-11-05 00:00:00,90,Shipping Issues,Involuntary,78,0.78,None,11,30823.4,906.57,34,1,Very Dissatisfied,2,9,257,32785.48,Low,None,5,Self-Service,2,5.2,44,35,35,8,Low,7,Yes,Yes,55.73,452.58,2026,High,High Value,High,12329.36,25,Poor,0.1
CHURN-027930,CUST-032799,Consumer,Pakistan,Multan,Yes,1,2026-03-17 00:00:00,90,Better Price Elsewhere,Competitive,83,0.83,Basic,8,11878.84,1484.86,8,2,Dissatisfied,7,2,92,14011.09,Low,Loyalty Points,7,Store Visit,4,68.1,11,3,9,3,High,15,Yes,Yes,140.37,294.39,2026,High,High Value,Very High,4751.536,75,Good,0.1
CHURN-027931,CUST-012734,Consumer,Germany,Essen,Yes,1,2026-11-04 00:00:00,110,Better Price Elsewhere,Competitive,51,0.51,Basic,22,23800.34,4760.07,5,1,Very Dissatisfied,18,3,88,22154.21,High,None,6,Chat,1,14.1,44,1,5,0,None,17,No,No,130.68,101.52,2026,Medium,High Value,Medium,9520.136,80,Good,0.1
CHURN-027932,CUST-035028,Consumer,Spain,Malaga,No,0,Not Applicable,0,Not Applicable,Not Applicable,54,0.54,None,54,123.66,3.86,32,2,Dissatisfied,16,4,54,124.33,Medium,None,17,Chat,6,40.2,23,18,21,1,Low,3,No,No,182.72,252.14,2026,Medium,Very Low Value,Medium,0.0,65,Good,0.46
CHURN-027933,CUST-033330,Consumer,United Arab Emirates,Umm Al Quwain,Yes,1,2026-11-24 00:00:00,139,Poor Product Quality,Involuntary,60,0.6,None,57,15319.6,510.65,30,1,Very Dissatisfied,4,0,134,17852.02,Medium,Discount Offer,6,Self-Service,3,87.7,32,5,19,9,Medium,12,No,No,155.47,241.82,2026,Medium,High Value,Medium,6127.84,35,Poor,0.1
CHURN-027934,CUST-014710,Enterprise,Pakistan,Quetta,Yes,1,2026-03-19 00:00:00,139,Found Alternative,Competitive,34,0.34,Enterprise,30,43473.98,945.09,46,3,Neutral,11,1,9,53410.36,Medium,None,12,Self-Service,2,94.4,2,0,0,0,Low,15,No,No,77.5,56.58,2026,Medium,High Value,Low,17389.592,100,Excellent,0.1
CHURN-027935,CUST-040527,Small Business,United States,Houston,Yes,1,2026-05-17 00:00:00,164,Poor Product Quality,Involuntary,39,0.39,Basic,37,42279.02,1409.3,30,2,Dissatisfied,19,5,39,52467.44,High,None,17,Email,1,70.4,33,6,30,1,High,17,No,No,50.22,410.77,2026,Medium,High Value,Low,16911.608,100,Excellent,0.1
CHURN-027936,CUST-026838,Consumer,Singapore,Singapore,Yes,1,2026-02-20 00:00:00,65,Payment Problems,Involuntary,74,0.74,Basic,36,43920.06,1756.8,25,3,Neutral,18,6,115,44680.71,Low,None,11,Chat,4,33.2,38,13,11,1,Low,15,Yes,Yes,139.17,195.44,2026,High,High Value,High,17568.023999999998,95,Excellent,0.1
CHURN-027937,CUST-045122,Consumer,United Kingdom,Glasgow,No,0,Not Applicable,0,Not Applicable,Not Applicable,17,0.17,None,25,31088.22,840.22,37,4,Satisfied,7,5,71,40050.92,High,None,3,Self-Service,4,97.7,17,16,7,0,Medium,1,No,No,39.55,206.01,2026,Low,High Value,Very Low,0.0,100,Excellent,0.83
CHURN-027938,CUST-001868,Enterprise,Italy,Catania,No,0,Not Applicable,0,Not Applicable,Not Applicable,4,0.04,Premium,27,33522.87,1396.79,24,5,Very Satisfied,4,2,48,40616.66,Medium,None,4,Chat,1,19.4,26,12,5,0,Low,3,No,No,68.2,330.8,2026,Low,High Value,Very Low,0.0,100,Excellent,0.96
CHURN-027939,CUST-035279,Premium,Germany,Essen,No,0,Not Applicable,0,Not Applicable,Not Applicable,16,0.16,Premium,44,43908.0,4878.67,9,3,Neutral,4,1,49,40429.84,Low,Free Trial,1,Social Media,3,25.8,13,0,0,0,High,19,No,No,155.75,287.38,2026,Low,High Value,Very Low,0.0,100,Excellent,0.84
CHURN-027940,CUST-008896,Small Business,United Kingdom,Edinburgh,No,0,Not Applicable,0,Not Applicable,Not Applicable,37,0.37,Premium,10,8762.66,178.83,49,4,Satisfied,9,6,56,9759.67,Low,Loyalty Points,6,Email,1,53.2,45,30,6,3,Medium,18,No,No,193.76,127.76,2026,Low,Medium Value,Low,0.0,100,Excellent,0.63
CHURN-027941,CUST-041610,Consumer,Canada,Calgary,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Basic,40,19637.27,0.0,0,5,Very Satisfied,5,6,54,24245.76,Medium,None,7,Self-Service,3,22.9,0,0,0,0,Medium,8,No,No,106.0,28.43,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-027942,CUST-047817,Consumer,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,55,0.55,Basic,21,2271.16,119.53,19,4,Satisfied,17,8,301,2063.33,Low,None,19,Email,1,70.7,37,30,33,0,None,14,No,No,190.9,378.8,2026,Medium,Low Value,Medium,0.0,100,Excellent,0.45
CHURN-027943,CUST-032070,Consumer,Germany,Essen,No,0,Not Applicable,0,Not Applicable,Not Applicable,25,0.25,Basic,31,18781.22,399.6,47,2,Dissatisfied,8,5,147,23684.1,Medium,None,1,Store Visit,9,7.8,31,10,2,2,Low,2,No,No,58.47,45.46,2026,Low,High Value,Low,0.0,85,Excellent,0.75
CHURN-027944,CUST-019314,Enterprise,France,Montpellier,Yes,1,2026-06-25 00:00:00,4,Poor Customer Service,Involuntary,48,0.48,Premium,52,45302.26,22651.13,2,1,Very Dissatisfied,0,3,29,53299.57,Low,Free Trial,0,Phone,7,2.9,42,17,36,3,Low,11,No,No,170.52,439.74,2026,Medium,High Value,Medium,18120.904,75,Good,0.1
CHURN-027945,CUST-023976,Consumer,United Arab Emirates,Sharjah,Yes,1,2026-11-13 00:00:00,57,Shipping Issues,Involuntary,83,0.83,None,44,25390.51,875.53,29,2,Dissatisfied,19,5,94,31674.5,High,None,17,Phone,10,14.2,3,1,1,0,Low,11,Yes,Yes,170.61,282.78,2026,High,High Value,Very High,10156.204,70,Good,0.1
CHURN-027946,CUST-000405,Consumer,Germany,Hamburg,Yes,1,2026-10-25 00:00:00,146,Poor Customer Service,Involuntary,60,0.6,None,12,24267.77,527.56,46,1,Very Dissatisfied,5,9,296,24236.42,Medium,Loyalty Points,0,Self-Service,2,43.2,37,0,11,4,Medium,0,No,No,56.56,427.4,2026,Medium,High Value,Medium,9707.108,35,Poor,0.1
CHURN-027947,CUST-015585,Premium,Germany,Essen,No,0,Not Applicable,0,Not Applicable,Not Applicable,48,0.48,Premium,20,35535.96,3553.6,10,1,Very Dissatisfied,17,1,79,40343.78,High,None,8,Email,10,67.2,26,14,19,5,Low,3,No,No,164.39,50.14,2026,Low,High Value,Medium,0.0,80,Good,0.52
CHURN-027948,CUST-045232,Premium,Canada,Vancouver,Yes,1,2026-11-27 00:00:00,67,Too Expensive,Competitive,27,0.27,Premium,34,34137.4,1551.7,22,2,Dissatisfied,1,0,17,30761.1,Medium,None,2,Email,5,52.4,23,1,19,5,None,8,No,No,29.8,64.82,2026,Medium,High Value,Low,13654.96,100,Excellent,0.1
CHURN-027949,CUST-016795,Small Business,Brazil,Salvador,No,0,Not Applicable,0,Not Applicable,Not Applicable,38,0.38,Premium,41,20686.72,827.47,25,2,Dissatisfied,11,5,50,20811.8,Medium,None,14,Email,4,48.1,38,26,27,3,None,16,No,No,176.53,479.29,2026,Low,High Value,Low,0.0,95,Excellent,0.62
CHURN-027950,CUST-019135,Small Business,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,42,0.42,Basic,43,7712.37,164.09,47,3,Neutral,15,6,34,6980.63,High,None,1,Store Visit,9,20.6,9,0,1,1,None,16,No,No,141.97,98.36,2026,Low,Medium Value,Medium,0.0,100,Excellent,0.58
CHURN-027951,CUST-037726,Small Business,France,Lyon,No,0,Not Applicable,0,Not Applicable,Not Applicable,13,0.13,Premium,42,39068.73,887.93,44,3,Neutral,11,2,41,36181.02,Medium,Feedback Request,10,Store Visit,2,61.8,26,12,10,1,Medium,7,No,No,169.0,388.63,2026,Low,High Value,Very Low,0.0,100,Excellent,0.87
CHURN-027952,CUST-040420,Small Business,Japan,Sapporo,No,0,Not Applicable,0,Not Applicable,Not Applicable,32,0.32,Basic,28,11415.94,5707.97,2,5,Very Satisfied,17,7,74,12110.45,Medium,None,1,Phone,9,7.9,15,7,14,5,Low,1,No,No,136.08,367.74,2026,Low,High Value,Low,0.0,100,Excellent,0.68
CHURN-027953,CUST-029207,Premium,Netherlands,Almere,Yes,1,2026-05-31 00:00:00,99,Better Price Elsewhere,Competitive,73,0.73,Premium,30,2899.85,223.07,13,2,Dissatisfied,14,0,164,2886.71,High,None,15,Store Visit,4,71.8,24,1,2,0,High,9,Yes,Yes,135.71,42.91,2026,High,Low Value,High,1159.94,100,Excellent,0.1
CHURN-027954,CUST-044929,Consumer,Canada,Montreal,No,0,Not Applicable,0,Not Applicable,Not Applicable,17,0.17,Basic,1,28968.15,934.46,31,5,Very Satisfied,13,4,207,24774.22,Medium,None,7,Phone,4,24.5,49,14,34,4,High,12,No,No,165.09,384.04,2026,Low,High Value,Very Low,0.0,100,Excellent,0.83
CHURN-027955,CUST-000358,Premium,India,Mumbai,No,0,Not Applicable,0,Not Applicable,Not Applicable,33,0.33,Premium,7,44818.91,1244.97,36,2,Dissatisfied,0,2,44,36281.51,High,None,2,Self-Service,6,72.4,0,0,0,0,None,3,No,No,96.68,406.77,2026,Low,High Value,Low,0.0,100,Excellent,0.67
CHURN-027956,CUST-009371,Consumer,United Arab Emirates,Sharjah,No,0,Not Applicable,0,Not Applicable,Not Applicable,9,0.09,Basic,38,34620.61,1573.66,22,3,Neutral,9,2,46,28777.2,High,None,8,Store Visit,2,68.7,46,10,42,5,None,4,No,No,167.86,220.88,2026,Low,High Value,Very Low,0.0,100,Excellent,0.91
CHURN-027957,CUST-023114,Consumer,Australia,Melbourne,No,0,Not Applicable,0,Not Applicable,Not Applicable,24,0.24,None,39,21529.81,538.25,40,4,Satisfied,7,0,84,21365.14,Medium,None,7,Email,3,27.2,44,2,7,0,None,0,No,No,141.7,486.29,2026,Low,High Value,Low,0.0,95,Excellent,0.76
CHURN-027958,CUST-014335,Premium,India,Lucknow,Yes,1,2026-02-07 00:00:00,21,Found Alternative,Competitive,54,0.54,Premium,39,34574.58,1080.46,32,4,Satisfied,3,2,86,35236.08,Low,None,2,Social Media,2,90.7,16,10,2,2,Medium,13,No,No,55.96,346.43,2026,Medium,High Value,Medium,13829.832000000002,100,Excellent,0.1
CHURN-027959,CUST-044157,Premium,France,Marseille,No,0,Not Applicable,0,Not Applicable,Not Applicable,42,0.42,Premium,59,49777.55,1659.25,30,4,Satisfied,15,0,83,40602.58,Medium,None,8,Email,1,4.5,43,35,24,7,None,11,No,No,199.69,113.29,2026,Low,High Value,Medium,0.0,100,Excellent,0.58
CHURN-027960,CUST-035683,Consumer,Japan,Nagoya,Yes,1,2026-03-09 00:00:00,42,Found Alternative,Competitive,49,0.49,None,12,837.65,28.88,29,2,Dissatisfied,17,3,46,821.95,High,None,19,Social Media,10,98.7,5,5,5,3,Low,5,No,No,149.97,148.54,2026,Medium,Very Low Value,Medium,335.06,80,Good,0.1
CHURN-027961,CUST-037340,Consumer,Australia,Newcastle,No,0,Not Applicable,0,Not Applicable,Not Applicable,31,0.31,None,59,22096.35,613.79,36,4,Satisfied,6,0,106,25209.97,Medium,None,7,Self-Service,3,69.1,37,32,13,8,Medium,12,No,No,39.79,23.88,2026,Low,High Value,Low,0.0,95,Excellent,0.69
CHURN-027962,CUST-028521,Consumer,Germany,Munich,No,0,Not Applicable,0,Not Applicable,Not Applicable,35,0.35,None,34,36181.08,5168.73,7,1,Very Dissatisfied,0,5,339,33547.09,High,None,4,Email,6,43.9,32,9,0,0,None,11,No,No,123.89,347.84,2026,Low,High Value,Low,0.0,50,Fair,0.65
CHURN-027963,CUST-016200,Premium,Japan,Kawasaki,No,0,Not Applicable,0,Not Applicable,Not Applicable,22,0.22,Basic,56,47413.86,1077.59,44,3,Neutral,3,0,43,43630.28,Low,None,2,Self-Service,1,14.2,4,4,3,3,Low,10,No,No,181.67,34.21,2026,Low,High Value,Low,0.0,100,Excellent,0.78
CHURN-027964,CUST-009907,Premium,Canada,Quebec City,No,0,Not Applicable,0,Not Applicable,Not Applicable,50,0.5,Premium,22,848.32,27.37,31,1,Very Dissatisfied,18,1,48,719.51,High,None,18,Store Visit,5,90.3,12,1,12,8,Low,1,No,No,79.49,156.11,2026,Low,Very Low Value,Medium,0.0,90,Excellent,0.5
CHURN-027965,CUST-036434,Premium,Saudi Arabia,Medina,No,0,Not Applicable,0,Not Applicable,Not Applicable,27,0.27,Premium,4,49116.55,1534.89,32,2,Dissatisfied,1,3,336,60832.67,High,None,4,Store Visit,7,21.0,32,18,19,2,Low,2,No,No,54.01,393.97,2026,Low,High Value,Low,0.0,100,Excellent,0.73
CHURN-027966,CUST-009357,Consumer,Mexico,Tijuana,Yes,1,2026-06-29 00:00:00,148,Poor Product Quality,Involuntary,35,0.35,None,33,24209.97,712.06,34,5,Very Satisfied,12,7,336,29229.7,High,Discount Offer,9,Self-Service,1,4.8,39,14,15,8,None,11,No,No,140.68,231.6,2026,Medium,High Value,Low,9683.988,100,Excellent,0.1
CHURN-027967,CUST-035174,Consumer,Japan,Sapporo,No,0,Not Applicable,0,Not Applicable,Not Applicable,60,0.6,None,9,32139.49,1785.53,18,2,Dissatisfied,5,8,47,40438.36,Medium,None,8,Phone,5,51.5,38,24,13,7,Medium,10,No,No,103.93,210.49,2026,Medium,High Value,Medium,0.0,65,Good,0.4
CHURN-027968,CUST-023167,Premium,Pakistan,Islamabad,No,0,Not Applicable,0,Not Applicable,Not Applicable,39,0.39,Premium,47,3568.05,198.23,18,5,Very Satisfied,15,8,82,3707.0,Medium,None,7,Phone,8,20.7,2,2,2,0,Medium,2,No,No,178.03,358.66,2026,Low,Low Value,Low,0.0,100,Excellent,0.61
CHURN-027969,CUST-046017,Consumer,Netherlands,Groningen,No,0,Not Applicable,0,Not Applicable,Not Applicable,27,0.27,Basic,22,43985.04,935.85,47,3,Neutral,4,6,271,35934.27,High,None,5,Social Media,9,23.3,20,3,1,0,Medium,0,No,No,115.45,415.18,2026,Low,High Value,Low,0.0,100,Excellent,0.73
CHURN-027970,CUST-001918,Consumer,Mexico,Merida,No,0,Not Applicable,0,Not Applicable,Not Applicable,27,0.27,None,21,14201.46,405.76,35,3,Neutral,16,4,58,13597.56,High,None,13,Chat,1,0.7,30,24,8,2,None,0,No,No,32.02,437.99,2026,Low,High Value,Low,0.0,100,Excellent,0.73
CHURN-027971,CUST-006318,Small Business,Japan,Sapporo,No,0,Not Applicable,0,Not Applicable,Not Applicable,32,0.32,Basic,52,33921.76,1541.9,22,5,Very Satisfied,10,7,8,28546.54,Low,Special Promotion,12,Chat,8,82.9,27,1,10,5,Low,11,No,No,184.93,244.62,2026,Low,High Value,Low,0.0,100,Excellent,0.68
CHURN-027972,CUST-017749,Small Business,Canada,Vancouver,Yes,1,2026-08-11 00:00:00,145,Low Product Variety,Involuntary,36,0.36,Basic,12,939.5,939.5,1,4,Satisfied,9,8,68,958.44,Low,None,12,Email,7,52.0,35,35,21,2,Low,18,No,No,83.23,377.55,2026,Medium,Very Low Value,Low,375.8,100,Excellent,0.1
CHURN-027973,CUST-016420,Premium,Japan,Osaka,No,0,Not Applicable,0,Not Applicable,Not Applicable,3,0.03,Premium,35,8935.63,558.48,16,4,Satisfied,9,5,230,7373.64,High,None,9,Self-Service,10,53.7,39,0,39,1,High,4,No,No,113.43,119.51,2026,Low,Medium Value,Very Low,0.0,100,Excellent,0.97
CHURN-027974,CUST-034109,Enterprise,United Kingdom,Newcastle,Yes,1,2026-05-17 00:00:00,45,Shipping Issues,Involuntary,34,0.34,Premium,53,27513.02,1058.19,26,4,Satisfied,1,2,293,32286.22,Low,None,2,Chat,4,67.6,29,22,16,3,Low,16,No,No,94.38,255.55,2026,Medium,High Value,Low,11005.208,100,Excellent,0.1
CHURN-027975,CUST-025903,Consumer,Canada,Montreal,Yes,1,2026-05-23 00:00:00,151,Poor Customer Service,Involuntary,33,0.33,None,46,27707.54,2131.35,13,5,Very Satisfied,3,2,82,23401.6,Medium,None,0,Store Visit,3,98.4,19,18,18,4,High,18,No,No,129.25,154.92,2026,Medium,High Value,Low,11083.016,100,Excellent,0.1
CHURN-027976,CUST-035470,Consumer,Japan,Saitama,No,0,Not Applicable,0,Not Applicable,Not Applicable,24,0.24,None,23,35560.41,1871.6,19,4,Satisfied,9,6,50,33776.33,High,Free Trial,8,Chat,4,89.9,35,14,27,4,Medium,5,No,No,172.06,346.54,2026,Low,High Value,Low,0.0,100,Excellent,0.76
CHURN-027977,CUST-036464,Consumer,France,Lille,No,0,Not Applicable,0,Not Applicable,Not Applicable,20,0.2,None,9,30465.11,1015.5,30,3,Neutral,9,1,92,33962.85,High,Special Promotion,12,Social Media,1,89.2,38,7,4,2,Medium,6,No,No,152.35,297.74,2026,Low,High Value,Very Low,0.0,90,Excellent,0.8
CHURN-027978,CUST-006195,Enterprise,Mexico,Puebla,No,0,Not Applicable,0,Not Applicable,Not Applicable,48,0.48,Premium,2,39876.24,1139.32,35,1,Very Dissatisfied,15,7,24,46063.5,High,Customer Service Call,19,Social Media,6,18.1,21,10,12,0,Low,1,No,No,27.06,373.16,2026,Low,High Value,Medium,0.0,100,Excellent,0.52
CHURN-027979,CUST-037867,Small Business,Brazil,Curitiba,No,0,Not Applicable,0,Not Applicable,Not Applicable,20,0.2,Basic,25,29134.48,882.86,33,4,Satisfied,11,1,69,31853.63,Medium,Customer Service Call,8,Social Media,9,50.5,0,0,0,0,High,9,No,No,59.57,25.23,2026,Low,High Value,Very Low,0.0,100,Excellent,0.8
CHURN-027980,CUST-046047,Enterprise,United Arab Emirates,Ras Al Khaimah,Yes,1,2026-04-30 00:00:00,88,Too Expensive,Competitive,69,0.69,Enterprise,56,7156.6,0.0,0,1,Very Dissatisfied,1,6,60,6296.0,Low,None,3,Store Visit,1,14.5,16,16,0,0,Low,13,No,Yes,7.74,105.48,2026,Medium,Medium Value,High,2862.640000000001,55,Fair,0.1
CHURN-027981,CUST-028902,Consumer,United Arab Emirates,Dubai,Yes,1,2026-09-20 00:00:00,168,Account Issues,Involuntary,45,0.45,None,28,39261.05,1635.88,24,1,Very Dissatisfied,5,4,40,46812.66,Medium,None,2,Social Media,4,80.1,37,28,1,1,None,16,No,No,178.96,443.73,2026,Medium,High Value,Medium,15704.420000000002,45,Fair,0.1
CHURN-027982,CUST-042338,Premium,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,37,0.37,Premium,57,26206.33,639.18,41,3,Neutral,18,1,302,25222.88,Medium,Loyalty Points,0,Self-Service,10,97.0,20,8,1,1,Low,18,No,No,119.29,495.57,2026,Low,High Value,Low,0.0,100,Excellent,0.63
CHURN-027983,CUST-028565,Small Business,Japan,Kobe,Yes,1,2026-01-30 00:00:00,60,Account Issues,Involuntary,36,0.36,Basic,44,9534.4,733.42,13,3,Neutral,18,3,195,10208.98,Medium,None,12,Chat,6,77.1,44,39,6,1,Medium,4,No,No,191.0,442.02,2026,Medium,Medium Value,Low,3813.76,100,Excellent,0.1
CHURN-027984,CUST-001943,Small Business,Mexico,Queretaro,No,0,Not Applicable,0,Not Applicable,Not Applicable,43,0.43,Basic,44,12833.2,1069.43,12,3,Neutral,15,0,74,14534.86,High,None,0,Social Media,4,76.2,40,36,28,2,Low,7,No,No,133.59,441.74,2026,Low,High Value,Medium,0.0,100,Excellent,0.57
