customer_id,churn_flag,customer_segment,customer_age_months,satisfaction_score,engagement_level,support_tickets,support_interactions,returns_count,days_since_last_purchase,purchase_recency_group,customer_lifetime_value_usd,total_spend_usd,avg_order_value_usd,num_purchases,churn_reason,churn_revenue_impact_usd,customer_country
CUST-003259,0,Premium,25,3,High,9,2,3,232,181-270 days,2169.75,2151.69,165.51,13,Not Applicable,0.0,Australia
CUST-001039,0,Consumer,42,4,High,12,1,0,45,31-60 days,20982.7,23474.95,2608.33,9,Not Applicable,0.0,United Kingdom
CUST-010583,0,Consumer,55,3,High,9,10,4,88,61-90 days,39912.92,40549.83,1689.58,24,Not Applicable,0.0,Japan
CUST-017421,1,Consumer,31,1,High,18,21,0,261,181-270 days,36054.32,41398.61,41398.61,1,Poor Customer Service,16559.444,Germany
CUST-033518,0,Enterprise,32,4,High,3,4,8,156,91-180 days,23009.49,23651.23,492.73,48,Not Applicable,0.0,Netherlands
CUST-004773,1,Consumer,48,3,High,6,1,4,82,61-90 days,10991.86,8627.16,233.17,37,Low Product Variety,3450.864,Netherlands
CUST-016019,1,Consumer,56,1,High,19,1,4,94,91-180 days,31430.03,25127.74,3140.97,8,Better Price Elsewhere,10051.096,France
CUST-028942,0,Small Business,37,5,High,7,0,2,332,271-365 days,15089.22,12633.09,360.95,35,Not Applicable,0.0,United Kingdom
CUST-044140,0,Consumer,24,2,Medium,1,0,0,223,181-270 days,13239.44,14589.21,416.83,35,Not Applicable,0.0,Saudi Arabia
CUST-038044,1,Consumer,44,5,High,4,5,3,310,271-365 days,12479.51,10684.25,288.76,37,No Longer Need Service,4273.7,Japan
CUST-000831,0,Small Business,38,5,Low,17,13,7,238,181-270 days,46818.31,36405.89,1733.61,21,Not Applicable,0.0,United Arab Emirates
CUST-006347,0,Premium,31,1,High,1,1,8,104,91-180 days,39653.25,37987.29,3798.73,10,Not Applicable,0.0,United Arab Emirates
CUST-036737,0,Small Business,5,1,High,19,18,4,34,31-60 days,11610.19,13847.07,329.69,42,Not Applicable,0.0,Mexico
CUST-048200,0,Consumer,19,5,Low,10,7,8,40,31-60 days,12456.64,15282.16,3820.54,4,Not Applicable,0.0,Saudi Arabia
CUST-002159,0,Consumer,49,5,High,5,2,2,57,31-60 days,34644.18,37508.45,1974.13,19,Not Applicable,0.0,Canada
CUST-035664,0,Small Business,14,1,High,19,2,2,17,0-30 days,16448.7,15694.6,3923.65,4,Not Applicable,0.0,India
CUST-013558,0,Consumer,32,4,Low,8,3,0,128,91-180 days,62159.17,49941.28,1314.24,38,Not Applicable,0.0,Netherlands
CUST-029959,1,Premium,20,2,Low,7,3,3,52,31-60 days,2987.31,2683.32,58.33,46,Poor Product Quality,1073.3280000000002,United Arab Emirates
CUST-039462,0,Small Business,8,2,High,3,1,9,62,61-90 days,6190.94,5224.11,149.26,35,Not Applicable,0.0,India
CUST-036932,0,Premium,26,3,Low,14,12,0,70,61-90 days,18847.75,15329.21,1703.25,9,Not Applicable,0.0,United Arab Emirates
CUST-031159,0,Consumer,40,3,High,19,12,7,220,181-270 days,57286.1,45653.51,1201.41,38,Not Applicable,0.0,Spain
CUST-036339,0,Consumer,31,4,Medium,3,6,0,56,31-60 days,26127.34,22719.55,1514.64,15,Not Applicable,0.0,United States
CUST-045588,0,Consumer,35,5,Medium,11,2,4,10,0-30 days,10686.78,10384.39,259.61,40,Not Applicable,0.0,India
CUST-042363,0,Premium,40,4,High,0,4,3,4,0-30 days,29139.69,28328.03,1180.33,24,Not Applicable,0.0,France
CUST-034226,1,Consumer,3,5,Medium,13,15,7,32,31-60 days,33356.62,37915.31,842.56,45,Poor Customer Service,15166.124,Netherlands
CUST-005266,0,Consumer,15,4,Medium,14,4,5,337,271-365 days,5324.94,4904.08,377.24,13,Not Applicable,0.0,Germany
CUST-025421,1,Premium,39,4,Low,9,4,9,41,31-60 days,38497.09,42797.97,951.07,45,Account Issues,17119.188000000002,Japan
CUST-035223,1,Consumer,57,2,Medium,8,7,1,62,61-90 days,31034.24,30646.63,1393.03,22,Found Alternative,12258.652000000002,Japan
CUST-040928,1,Small Business,45,5,High,18,13,8,268,181-270 days,40927.37,41790.12,1194.0,35,Found Alternative,16716.048000000006,France
CUST-046760,1,Premium,11,3,Low,16,6,3,20,0-30 days,9117.86,8367.74,4183.87,2,Better Price Elsewhere,3347.0959999999995,Italy
CUST-034166,1,Premium,32,5,Low,15,3,3,75,61-90 days,38994.99,40585.14,1096.9,37,Poor Customer Service,16234.056,United Arab Emirates
CUST-049784,1,Consumer,24,5,Low,5,1,1,68,61-90 days,62681.77,48454.83,1053.37,46,Better Price Elsewhere,19381.932,United Kingdom
CUST-037154,0,Consumer,52,4,High,11,13,2,53,31-60 days,39650.19,40211.24,874.16,46,Not Applicable,0.0,Brazil
CUST-034732,0,Consumer,38,4,Low,13,7,1,43,31-60 days,46077.03,48732.93,1160.31,42,Not Applicable,0.0,India
CUST-032629,0,Small Business,31,5,Medium,3,5,7,343,271-365 days,12416.87,11254.18,388.08,29,Not Applicable,0.0,United Kingdom
CUST-044323,0,Consumer,38,2,Medium,2,3,7,17,0-30 days,1593.68,1894.63,210.51,9,Not Applicable,0.0,Japan
CUST-049648,0,Enterprise,59,1,High,18,0,2,17,0-30 days,35386.8,28790.53,2879.05,10,Not Applicable,0.0,Mexico
CUST-036084,1,Consumer,51,5,Medium,16,20,6,36,31-60 days,44322.35,36313.46,4034.83,9,Poor Customer Service,14525.383999999998,Singapore
CUST-046900,0,Small Business,19,5,Low,8,11,4,245,181-270 days,18949.06,17191.31,505.63,34,Not Applicable,0.0,Pakistan
CUST-005493,0,Consumer,56,5,High,12,7,7,186,181-270 days,5914.98,6748.53,3374.26,2,Not Applicable,0.0,Brazil
CUST-026785,0,Enterprise,30,5,High,1,5,6,35,31-60 days,23590.78,28370.13,2026.44,14,Not Applicable,0.0,United Kingdom
CUST-007633,1,Enterprise,9,2,High,13,0,2,25,0-30 days,42176.43,45327.41,1054.13,43,No Longer Need Service,18130.964000000004,United States
CUST-004349,0,Consumer,50,1,Medium,14,1,3,37,31-60 days,35038.3,34335.99,1320.62,26,Not Applicable,0.0,United Kingdom
CUST-044661,0,Premium,41,3,Medium,6,6,6,206,181-270 days,15409.66,15995.47,1332.96,12,Not Applicable,0.0,Mexico
CUST-020161,0,Consumer,58,3,Medium,15,7,9,184,181-270 days,24660.27,23451.03,601.31,39,Not Applicable,0.0,Brazil
CUST-026853,1,Premium,27,1,High,15,7,6,81,61-90 days,47429.22,49002.02,2450.1,20,Technical Issues,19600.808,Mexico
CUST-048212,0,Premium,6,2,Medium,9,9,9,1,0-30 days,40176.53,33748.68,937.46,36,Not Applicable,0.0,United Kingdom
CUST-010978,1,Small Business,52,2,Low,17,12,9,89,61-90 days,47102.34,36431.41,18215.71,2,Account Issues,14572.564000000002,Japan
CUST-018468,0,Premium,18,5,Low,10,1,3,13,0-30 days,37769.13,46567.28,3880.61,12,Not Applicable,0.0,Singapore
CUST-045872,1,Consumer,17,1,Medium,17,16,9,50,31-60 days,59066.77,48875.31,1576.62,31,Technical Issues,19550.124,Canada
CUST-024521,1,Premium,8,2,Low,0,2,7,57,31-60 days,4898.58,4188.13,220.43,19,Better Price Elsewhere,1675.2520000000006,Saudi Arabia
CUST-046929,1,Small Business,40,2,Low,2,3,9,40,31-60 days,846.55,1008.27,50.41,20,Better Price Elsewhere,403.30800000000005,United Kingdom
CUST-029657,0,Premium,36,2,High,0,4,4,22,0-30 days,34498.6,28567.62,634.84,45,Not Applicable,0.0,Spain
CUST-034927,1,Consumer,22,1,Medium,16,7,9,13,0-30 days,5493.6,5567.24,159.06,35,Poor Customer Service,2226.896,France
CUST-019710,0,Consumer,12,1,Medium,3,3,5,301,271-365 days,45120.5,40406.53,1262.7,32,Not Applicable,0.0,Japan
CUST-048261,1,Premium,1,1,High,15,10,4,39,31-60 days,23784.7,28624.68,665.69,43,Found Alternative,11449.872,United Kingdom
CUST-017358,0,Consumer,3,5,Medium,19,3,7,314,271-365 days,2649.59,2532.31,1266.15,2,Not Applicable,0.0,United Arab Emirates
CUST-016870,0,Small Business,39,5,Low,6,5,9,49,31-60 days,28481.46,22116.16,491.47,45,Not Applicable,0.0,United Kingdom
CUST-028632,0,Consumer,7,5,Low,6,2,3,325,271-365 days,30603.59,27490.43,610.9,45,Not Applicable,0.0,Australia
CUST-044753,1,Consumer,47,1,High,18,7,2,45,31-60 days,38250.53,38617.26,821.64,47,Better Price Elsewhere,15446.904000000002,Singapore
CUST-030018,0,Small Business,37,1,Low,18,4,0,13,0-30 days,6598.42,5782.19,826.03,7,Not Applicable,0.0,Canada
CUST-009461,1,Consumer,4,2,High,10,5,8,105,91-180 days,15100.83,16936.27,1693.63,10,Poor Customer Service,6774.5080000000025,United Arab Emirates
CUST-003492,1,Consumer,36,1,High,3,7,0,12,0-30 days,37566.12,29025.66,617.57,47,Too Expensive,11610.264,India
CUST-010613,0,Premium,46,3,Low,0,1,6,34,31-60 days,41366.1,33519.68,1340.79,25,Not Applicable,0.0,United Arab Emirates
CUST-017591,0,Consumer,22,4,High,19,11,8,58,31-60 days,3373.72,2719.46,69.73,39,Not Applicable,0.0,Italy
CUST-039658,1,Consumer,33,2,Low,7,5,5,71,61-90 days,16798.59,15012.07,652.7,23,Better Price Elsewhere,6004.828,Japan
CUST-020511,1,Consumer,25,3,High,19,2,8,236,181-270 days,23873.01,22141.57,2767.7,8,Payment Problems,8856.628,Pakistan
CUST-035077,1,Premium,38,5,Medium,17,14,2,63,61-90 days,50447.02,48521.29,1054.81,46,Shipping Issues,19408.516,Brazil
CUST-000107,1,Consumer,4,3,Low,12,1,8,73,61-90 days,46560.95,36091.32,1899.54,19,No Longer Need Service,14436.528,Singapore
CUST-041091,1,Premium,1,1,High,18,13,8,14,0-30 days,6024.82,4901.39,136.15,36,Poor Customer Service,1960.5560000000007,India
CUST-015975,1,Premium,52,2,Medium,7,9,3,89,61-90 days,180.78,178.77,89.39,2,No Longer Need Service,71.50800000000002,Saudi Arabia
CUST-047297,1,Premium,14,3,Low,1,3,5,66,61-90 days,31203.13,38019.25,808.92,47,Better Price Elsewhere,15207.7,United Kingdom
CUST-048502,1,Premium,57,1,Medium,12,15,2,100,91-180 days,54604.91,48963.26,3497.38,14,Found Alternative,19585.304,Pakistan
CUST-041542,0,Consumer,22,5,Low,5,5,8,54,31-60 days,7631.37,9451.52,219.8,43,Not Applicable,0.0,Pakistan
CUST-014376,0,Enterprise,29,3,Medium,12,15,4,78,61-90 days,37903.08,38823.98,995.49,39,Not Applicable,0.0,Saudi Arabia
CUST-031176,0,Premium,36,3,Medium,18,8,2,36,31-60 days,46153.29,42856.63,931.67,46,Not Applicable,0.0,Japan
CUST-019867,0,Consumer,19,2,Medium,19,14,3,229,181-270 days,2923.84,2450.66,68.07,36,Not Applicable,0.0,France
CUST-015367,0,Premium,22,2,High,0,1,3,31,31-60 days,10486.36,8146.81,203.67,40,Not Applicable,0.0,Brazil
CUST-041402,0,Consumer,59,4,Medium,15,9,7,153,91-180 days,13130.68,15816.8,367.83,43,Not Applicable,0.0,Saudi Arabia
CUST-026016,1,Consumer,22,4,Medium,16,20,6,25,0-30 days,37781.09,46129.65,981.48,47,Poor Customer Service,18451.86,United Arab Emirates
CUST-028811,1,Consumer,5,5,High,13,10,7,74,61-90 days,48356.86,38152.46,908.39,42,Poor Customer Service,15260.984,Pakistan
CUST-018056,0,Premium,59,3,Medium,17,9,2,240,181-270 days,38718.07,39980.72,5711.53,7,Not Applicable,0.0,France
CUST-001196,0,Consumer,6,1,Medium,12,8,9,82,61-90 days,32670.98,27598.74,1452.57,19,Not Applicable,0.0,Germany
CUST-010714,0,Enterprise,48,2,Medium,10,0,2,290,271-365 days,27912.88,30598.77,1912.42,16,Not Applicable,0.0,India
CUST-019456,1,Consumer,58,2,Low,19,13,4,84,61-90 days,24798.55,24928.81,958.8,26,Poor Customer Service,9971.524,United Arab Emirates
CUST-040910,1,Consumer,27,4,Low,5,1,3,39,31-60 days,40732.54,35469.68,824.88,43,Poor Product Quality,14187.872,United States
CUST-024273,0,Consumer,10,2,High,5,6,0,113,91-180 days,48108.27,41088.6,5136.07,8,Not Applicable,0.0,United States
CUST-046553,0,Consumer,16,1,Low,2,2,0,325,271-365 days,11811.46,11750.43,618.44,19,Not Applicable,0.0,India
CUST-030866,0,Small Business,42,5,Medium,17,21,3,265,181-270 days,10820.67,9769.52,271.38,36,Not Applicable,0.0,United Kingdom
CUST-008852,1,Premium,28,1,Low,5,4,0,81,61-90 days,30083.82,29417.5,684.13,43,No Longer Need Service,11767.0,Australia
CUST-007066,0,Premium,20,3,Medium,14,13,9,262,181-270 days,44153.76,43047.84,1388.64,31,Not Applicable,0.0,Saudi Arabia
CUST-048656,1,Consumer,46,4,Low,16,20,7,336,271-365 days,21451.65,21139.5,880.81,24,Too Expensive,8455.800000000001,Australia
CUST-017200,1,Consumer,54,3,High,0,4,6,99,91-180 days,45195.33,35943.11,35943.11,1,Poor Product Quality,14377.244,Singapore
CUST-020075,0,Premium,54,3,High,10,14,1,353,271-365 days,59506.14,49544.21,2252.01,22,Not Applicable,0.0,United Kingdom
CUST-029511,0,Enterprise,54,4,Low,8,0,5,123,91-180 days,39420.85,32892.81,843.41,39,Not Applicable,0.0,Canada
CUST-007227,0,Consumer,54,1,Medium,9,9,5,38,31-60 days,11209.69,11335.86,11335.86,1,Not Applicable,0.0,India
CUST-017034,0,Small Business,47,3,Low,13,17,7,38,31-60 days,14542.63,14204.62,295.93,48,Not Applicable,0.0,Australia
CUST-041831,1,Small Business,38,2,High,5,7,8,105,91-180 days,3984.29,3947.13,91.79,43,No Longer Need Service,1578.852,Mexico
CUST-018021,0,Consumer,47,3,Medium,13,16,2,25,0-30 days,25453.86,23989.65,726.96,33,Not Applicable,0.0,Japan
CUST-018681,0,Premium,24,3,Medium,16,1,5,69,61-90 days,5921.76,4591.67,99.82,46,Not Applicable,0.0,Mexico
CUST-043790,1,Premium,29,5,Low,16,6,3,81,61-90 days,32085.69,38283.97,981.64,39,Poor Product Quality,15313.588000000002,Spain
CUST-009595,1,Consumer,26,3,Low,13,2,6,56,31-60 days,5514.68,6162.86,6162.86,1,Found Alternative,2465.144,United Kingdom
CUST-046703,1,Consumer,1,2,Low,4,7,9,3,0-30 days,58533.18,48793.71,5421.52,9,Better Price Elsewhere,19517.484,Netherlands
CUST-011323,0,Small Business,28,3,High,5,3,2,34,31-60 days,41306.39,44512.76,11128.19,4,Not Applicable,0.0,Japan
CUST-003924,0,Premium,15,4,Low,6,9,6,32,31-60 days,2126.41,1856.05,50.16,37,Not Applicable,0.0,Germany
CUST-045938,1,Premium,6,1,Medium,2,0,0,45,31-60 days,11945.37,13782.51,984.47,14,Technical Issues,5513.004000000001,Canada
CUST-010976,0,Premium,19,5,Medium,15,9,2,12,0-30 days,16276.67,12774.73,1277.47,10,Not Applicable,0.0,Spain
CUST-033068,0,Consumer,12,1,Medium,1,4,2,135,91-180 days,10770.92,12871.49,0.0,0,Not Applicable,0.0,Italy
CUST-002482,1,Consumer,26,4,Low,14,6,4,188,181-270 days,1684.65,1417.4,0.0,0,No Longer Need Service,566.96,Canada
CUST-005494,1,Consumer,42,5,Medium,1,2,7,62,61-90 days,4082.24,4594.25,382.85,12,Payment Problems,1837.7,Canada
CUST-005212,0,Enterprise,19,5,Low,11,5,5,2,0-30 days,27648.67,31993.89,2132.93,15,Not Applicable,0.0,India
CUST-041847,1,Enterprise,42,2,Medium,8,3,2,84,61-90 days,35388.19,36696.5,36696.5,1,Poor Customer Service,14678.6,Saudi Arabia
CUST-004322,1,Premium,35,1,Medium,10,4,9,137,91-180 days,38718.33,40975.74,8195.15,5,Better Price Elsewhere,16390.296000000002,Germany
CUST-022424,0,Consumer,6,2,High,5,4,6,1,0-30 days,20008.07,19574.06,978.7,20,Not Applicable,0.0,Canada
CUST-006303,1,Premium,51,1,Medium,0,1,8,78,61-90 days,24245.74,24351.02,593.93,41,Poor Customer Service,9740.408000000001,Spain
CUST-022407,1,Consumer,37,3,Medium,12,2,3,47,31-60 days,3572.09,4265.15,137.59,31,Too Expensive,1706.06,Pakistan
CUST-024966,0,Enterprise,19,3,High,17,2,6,24,0-30 days,64100.7,49790.69,1214.41,41,Not Applicable,0.0,Saudi Arabia
CUST-001204,1,Consumer,22,2,Medium,16,16,4,196,181-270 days,30279.31,28235.26,7058.81,4,Account Issues,11294.104,Brazil
CUST-006248,0,Small Business,6,2,High,1,0,8,15,0-30 days,1401.11,1622.84,57.96,28,Not Applicable,0.0,Singapore
CUST-001542,0,Enterprise,43,5,Medium,17,13,5,18,0-30 days,57171.46,44533.12,1035.65,43,Not Applicable,0.0,United Kingdom
CUST-037254,0,Small Business,18,5,Medium,8,1,7,111,91-180 days,45246.35,47782.84,5972.85,8,Not Applicable,0.0,Spain
CUST-017390,1,Premium,1,2,Low,2,6,6,72,61-90 days,32251.58,31770.57,690.66,46,Found Alternative,12708.228000000001,Canada
CUST-017570,1,Enterprise,3,5,Low,7,5,1,83,61-90 days,4594.07,3720.16,531.45,7,Poor Product Quality,1488.064,United Arab Emirates
CUST-036779,0,Consumer,41,4,High,12,11,2,84,61-90 days,6356.91,6451.82,3225.91,2,Not Applicable,0.0,United Kingdom
CUST-042336,0,Enterprise,37,5,Medium,8,5,2,229,181-270 days,17442.11,21571.98,1659.38,13,Not Applicable,0.0,Saudi Arabia
CUST-042919,0,Consumer,3,1,Medium,7,1,5,126,91-180 days,39246.66,36426.27,1349.12,27,Not Applicable,0.0,Brazil
CUST-027022,1,Consumer,5,5,Low,9,0,5,17,0-30 days,5637.57,5232.06,111.32,47,Poor Customer Service,2092.824,Netherlands
CUST-031862,0,Premium,31,5,High,6,10,3,32,31-60 days,19620.06,18147.74,3024.62,6,Not Applicable,0.0,Australia
CUST-008789,0,Small Business,50,2,Low,1,1,2,44,31-60 days,43330.44,35898.11,1994.34,18,Not Applicable,0.0,Singapore
CUST-015233,1,Premium,46,2,Low,12,2,9,13,0-30 days,59582.58,49383.9,1452.47,34,Payment Problems,19753.56,Saudi Arabia
CUST-040073,0,Small Business,16,5,Low,0,2,2,6,0-30 days,2491.68,2081.59,148.69,14,Not Applicable,0.0,Italy
CUST-027649,1,Consumer,32,2,High,3,0,5,210,181-270 days,1287.58,1295.07,26.98,48,Shipping Issues,518.028,Germany
CUST-036728,0,Premium,13,5,High,14,18,5,60,31-60 days,36189.66,33311.43,979.75,34,Not Applicable,0.0,Italy
CUST-044430,0,Enterprise,58,2,High,1,1,2,12,0-30 days,41906.64,33129.04,736.2,45,Not Applicable,0.0,Netherlands
CUST-014577,1,Consumer,46,1,Low,1,5,1,39,31-60 days,22817.56,22197.28,765.42,29,Shipping Issues,8878.912,United States
CUST-001998,0,Small Business,3,5,Low,5,7,5,152,91-180 days,36858.52,33170.44,1036.58,32,Not Applicable,0.0,India
CUST-027768,0,Consumer,35,4,Medium,16,9,8,46,31-60 days,7964.59,6868.91,274.76,25,Not Applicable,0.0,France
CUST-014949,0,Enterprise,16,5,Medium,1,5,8,50,31-60 days,10617.58,11022.75,580.14,19,Not Applicable,0.0,United Arab Emirates
CUST-004380,0,Premium,43,5,High,13,7,5,67,61-90 days,9116.3,7113.61,222.3,32,Not Applicable,0.0,Brazil
CUST-024667,0,Premium,18,3,High,16,19,3,18,0-30 days,38274.37,40139.47,1824.52,22,Not Applicable,0.0,Spain
CUST-040846,0,Small Business,40,5,Medium,14,3,5,72,61-90 days,28493.17,25601.38,1505.96,17,Not Applicable,0.0,Saudi Arabia
CUST-017893,1,Consumer,53,4,High,11,0,4,237,181-270 days,33492.57,27718.55,1319.93,21,Poor Customer Service,11087.42,Singapore
CUST-043110,0,Consumer,51,2,Medium,10,0,2,33,31-60 days,20709.72,18100.47,2011.16,9,Not Applicable,0.0,Pakistan
CUST-015729,1,Small Business,23,1,Low,0,0,9,31,31-60 days,14677.01,14182.16,308.31,46,Better Price Elsewhere,5672.864000000001,Canada
CUST-037194,0,Consumer,28,4,High,4,5,9,90,61-90 days,47411.58,45614.43,1267.07,36,Not Applicable,0.0,Australia
CUST-041763,0,Consumer,17,5,Medium,2,5,8,82,61-90 days,53565.5,44842.76,1245.63,36,Not Applicable,0.0,Saudi Arabia
CUST-048632,1,Consumer,41,2,Medium,4,4,5,169,91-180 days,22199.9,23959.21,1497.45,16,Shipping Issues,9583.684,Pakistan
CUST-020801,1,Enterprise,46,1,Medium,16,18,5,82,61-90 days,16199.76,20139.97,503.5,40,Poor Customer Service,8055.988000000001,India
CUST-025572,0,Enterprise,59,5,Medium,11,15,3,2,0-30 days,60375.75,47763.4,1492.61,32,Not Applicable,0.0,Brazil
CUST-047416,0,Consumer,42,5,High,1,2,9,9,0-30 days,741.88,748.25,44.01,17,Not Applicable,0.0,United Kingdom
CUST-010688,1,Small Business,41,4,Low,4,6,0,84,61-90 days,4413.96,3479.15,75.63,46,No Longer Need Service,1391.66,Australia
CUST-030503,0,Small Business,24,1,Low,18,5,4,56,31-60 days,29549.73,24603.87,4920.77,5,Not Applicable,0.0,United Kingdom
CUST-040178,1,Consumer,31,1,Low,5,1,8,257,181-270 days,14832.69,15855.8,368.74,43,Poor Customer Service,6342.32,Singapore
CUST-005733,0,Enterprise,34,2,Low,6,9,1,69,61-90 days,41332.47,38377.86,1066.05,36,Not Applicable,0.0,Italy
CUST-046454,1,Consumer,41,2,Low,13,9,8,71,61-90 days,16615.58,18454.26,559.22,33,Poor Customer Service,7381.7040000000015,United Arab Emirates
CUST-027800,0,Consumer,59,5,Medium,12,6,9,28,0-30 days,55348.51,42940.38,4771.15,9,Not Applicable,0.0,Australia
CUST-020074,0,Consumer,57,2,Medium,3,5,4,52,31-60 days,24450.02,24956.62,713.05,35,Not Applicable,0.0,United States
CUST-012149,0,Consumer,55,5,High,3,4,8,187,181-270 days,236.22,240.35,5.46,44,Not Applicable,0.0,India
CUST-005922,1,Premium,12,5,High,14,7,0,155,91-180 days,27566.09,25156.5,811.5,31,Poor Product Quality,10062.6,France
CUST-042561,0,Premium,38,2,High,7,10,7,16,0-30 days,3840.85,3696.71,84.02,44,Not Applicable,0.0,Australia
CUST-036872,1,Consumer,37,3,Medium,17,2,4,49,31-60 days,4960.57,4179.02,134.81,31,Shipping Issues,1671.6080000000006,Singapore
CUST-002430,0,Consumer,46,1,Medium,17,14,7,41,31-60 days,19064.72,19032.62,576.75,33,Not Applicable,0.0,Pakistan
CUST-044331,0,Small Business,22,5,Medium,10,14,2,57,31-60 days,8302.14,9242.43,660.17,14,Not Applicable,0.0,Pakistan
CUST-004749,0,Consumer,56,1,Medium,10,14,0,47,31-60 days,15296.65,18641.61,414.26,45,Not Applicable,0.0,Japan
CUST-016666,0,Consumer,11,5,High,13,0,9,231,181-270 days,6811.81,5313.74,332.11,16,Not Applicable,0.0,Saudi Arabia
CUST-033193,1,Consumer,31,4,Medium,3,3,3,55,31-60 days,2704.54,2911.72,69.33,42,Too Expensive,1164.688,Netherlands
CUST-003929,0,Premium,33,3,Medium,17,4,0,57,31-60 days,26743.19,24165.9,732.3,33,Not Applicable,0.0,Saudi Arabia
CUST-014445,0,Premium,31,2,Medium,10,1,3,68,61-90 days,19759.65,20847.86,772.14,27,Not Applicable,0.0,United Arab Emirates
CUST-002064,0,Small Business,40,4,Medium,15,8,9,50,31-60 days,41647.54,41867.23,1308.35,32,Not Applicable,0.0,United Kingdom
CUST-038239,1,Enterprise,15,2,High,11,11,1,71,61-90 days,12694.69,15016.1,333.69,45,Low Product Variety,6006.440000000001,Pakistan
CUST-023813,1,Consumer,29,1,Low,5,9,4,49,31-60 days,21995.73,20376.54,1072.45,19,Better Price Elsewhere,8150.616000000001,Spain
CUST-015930,1,Small Business,48,1,High,0,1,2,35,31-60 days,15068.56,13515.04,409.55,33,Payment Problems,5406.016000000001,Canada
CUST-006609,0,Small Business,59,4,High,15,17,9,38,31-60 days,53494.5,41814.05,20907.03,2,Not Applicable,0.0,Netherlands
CUST-039190,0,Premium,6,3,Medium,10,2,5,358,271-365 days,7002.8,8092.11,192.67,42,Not Applicable,0.0,Saudi Arabia
CUST-045875,0,Consumer,49,3,High,7,2,3,6,0-30 days,8490.44,7218.61,160.41,45,Not Applicable,0.0,United Arab Emirates
CUST-021255,0,Small Business,44,5,High,10,12,4,9,0-30 days,48360.96,41913.88,1822.34,23,Not Applicable,0.0,Spain
CUST-040078,0,Consumer,15,1,Medium,3,4,8,79,61-90 days,21714.63,27129.46,1004.79,27,Not Applicable,0.0,Brazil
CUST-004607,0,Small Business,51,4,Low,7,7,4,66,61-90 days,35316.43,35723.06,744.23,48,Not Applicable,0.0,Saudi Arabia
CUST-048533,0,Small Business,8,1,Medium,10,13,6,58,31-60 days,39991.67,45321.67,45321.67,1,Not Applicable,0.0,United States
CUST-030323,1,Premium,13,1,Low,11,0,7,61,61-90 days,26764.27,26114.89,1450.83,18,Too Expensive,10445.956,Mexico
CUST-009366,0,Enterprise,41,5,High,4,6,2,1,0-30 days,38409.14,29600.9,629.81,47,Not Applicable,0.0,Singapore
CUST-032120,0,Premium,11,3,Medium,10,8,0,15,0-30 days,21143.09,17333.63,0.0,0,Not Applicable,0.0,Germany
CUST-003097,0,Enterprise,49,5,Low,8,7,8,6,0-30 days,7256.12,7556.26,236.13,32,Not Applicable,0.0,Saudi Arabia
CUST-018035,0,Small Business,28,5,High,2,4,9,7,0-30 days,12154.91,13528.99,1503.22,9,Not Applicable,0.0,India
CUST-015179,0,Enterprise,6,4,High,16,3,8,324,271-365 days,43909.15,33825.2,786.63,43,Not Applicable,0.0,Saudi Arabia
CUST-021322,1,Consumer,32,1,High,8,4,3,7,0-30 days,1864.33,1830.95,203.44,9,Poor Product Quality,732.3800000000001,Canada
CUST-027951,1,Enterprise,32,2,Low,1,4,4,332,271-365 days,42226.36,47913.38,1652.19,29,Better Price Elsewhere,19165.352,Italy
CUST-033854,1,Consumer,40,3,Medium,17,1,2,63,61-90 days,6505.3,8064.01,504.0,16,Poor Product Quality,3225.604000000001,Italy
CUST-003913,0,Consumer,13,3,Medium,3,2,7,71,61-90 days,45676.84,49869.64,2266.8,22,Not Applicable,0.0,India
CUST-005345,1,Consumer,18,2,High,4,2,5,57,31-60 days,32644.54,25166.52,1258.33,20,Poor Customer Service,10066.608,Japan
CUST-020985,1,Consumer,16,5,High,12,4,2,10,0-30 days,32304.82,39774.59,1529.79,26,Poor Product Quality,15909.836,Germany
CUST-048876,1,Consumer,53,2,Low,6,1,9,76,61-90 days,14800.8,12650.26,308.54,41,Poor Product Quality,5060.104,India
CUST-019781,1,Premium,14,1,Low,1,1,2,46,31-60 days,30534.24,25901.56,1363.24,19,Low Product Variety,10360.624000000002,Germany
CUST-038426,0,Enterprise,47,1,Medium,14,7,3,188,181-270 days,37079.16,38415.37,4801.92,8,Not Applicable,0.0,Canada
CUST-038384,0,Enterprise,41,5,Medium,5,2,5,77,61-90 days,11671.97,11489.16,244.45,47,Not Applicable,0.0,Mexico
CUST-049167,1,Consumer,1,1,Low,4,8,5,126,91-180 days,9501.15,9063.61,335.69,27,Account Issues,3625.4440000000004,Brazil
CUST-037612,0,Premium,43,3,High,12,2,9,53,31-60 days,13912.58,14638.61,861.09,17,Not Applicable,0.0,United States
CUST-041805,1,Consumer,42,3,Medium,3,1,2,6,0-30 days,17386.76,21437.88,669.93,32,Shipping Issues,8575.152,Saudi Arabia
CUST-033741,1,Premium,40,2,Low,17,12,4,30,0-30 days,6241.6,4861.54,4861.54,1,Poor Customer Service,1944.616,France
CUST-024390,1,Consumer,13,1,High,12,1,9,148,91-180 days,25039.7,26911.29,1076.45,25,Poor Customer Service,10764.516000000001,India
